"Project ID","Project Name","Project Status","Construction Status","Plannning Approval Address","Zip Code","Block","Lot","Supervisor District","City Analysis Neighborhood","Planning Neighborhood","Lead Agency","General Housing Program","Specific Program Area","Multiphase or Multisite Project Name","Redevelopment Project Area","Project Type","Housing Tenure","SSP Acquisition Date","Issuance of Notice to Proceed Date","Issuance of Building Permit Date","Issuance of First Construction Document Date","Estimated/Actual Construction Start Date","Estimated Construction Completion Date","Project Lead Sponsor","Project Co-Sponsor","Project Owner","Planning  Case Number","Planning Entitlements","Entitlement Approval Date","Section 415 Declaration","Total Project Units","MOHCD Affordable Units","% Affordable","SRO Units","Studio Units","1bd Units","2bd Units","3bd Units","4bd Units","5+ bd Units","Mobility Units","Family Units","Senior Units","TAY Units","Homeless Units","Disabled Units","LOSP Units","Public Housing Replacement Units","20% AMI","30% AMI","40% AMi","50% AMI","55% AMI","60% AMI","80% AMI","90% AMI","100% AMI","105% AMI","110% AMI","120% AMI","130% AMI","150% AMI","AMI Undeclared","Latitude","Longitude","Location"
"2023-021","3975 24th St","Building Rehabilitation (Construction)","(5) First Construction Document Issued","3975 24th St","94114","6508","028A","8","Noe Valley","Noe Valley","MOHCD","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"Not in an OCII Project Area","Rehabilitation","Rental","01/24/2024","10/11/2024","10/28/2024",,"10/11/2024","10/31/2026","San Francisco Community Land Trust",,,,,,,"6","4","67","0","2","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","37.7512213","-122.4311808","(37.7512213, -122.4311808)"
"2018-041","1075-1089 Folsom","Construction","(4) Site Work Permit Issued","1075 Folsom St","94103","3754","038, 039","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"12/20/2019",,,,"Jeffer Mangels Butler & Mitchell LLP",,,"2016-008438PRJ",,"11/21/2018","On-site BMR Project","48","12","25","0","12","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","7","0","2","0","0","0","3","0","0","0","0","37.77696201","-122.4071401","(37.77696201, -122.4071401)"
"2021-004","321 Florida","Pre-Construction","(3) Design with Entitlements Approved","321 Florida St","94110","3965","22","9","Mission","Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"DM Development",,,"2018-016808PRJ",,"02/25/2021","On-site BMR Project; Fee Payment","168","23","14","0","9","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","4","0","0","0","5","0","0","0","0","37.76491009","-122.4110454","(37.76491009, -122.4110454)"
"2015-055","475 Minna","Pre-Construction","(3) Design with Entitlements Approved","475 Minna St","94103","3725","68","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"John Jensen",,,"2018-016055PRJ","2014.1442DNX,2014.1442ENV,2014.1442U","12/10/2015","On-site BMR Project","266","109","41","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","79","3","0","0","5","0","0","0","0","37.78092255","-122.407345","(37.78092255, -122.407345)"
"2017-047","772 Pacific Ave","Pre-Construction","(3) Design with Entitlements Approved","772 Pacific Ave","94133","161","15","3","Chinatown","Chinatown","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,"02/09/2027",,,"05/01/2027","09/11/2029","Chinatown Community Development Center",,"Chinatown Community Development Center","2024-004990PRJ","4/15/2024",,,"174","174","100","0","124","50","0","0","0","0","0","0","174","0","0","0","44","0","0","44","0","5","55","70","0","0","0","0","0","0","0","0","0","37.79683641","-122.4078894","(37.79683641, -122.4078894)"
"2018-019","450 O'Farrell St","Construction","(4) Site Work Permit Issued","450 O'Farrell St","94102","317","007, 009, 011","5","Tenderloin","Downtown/Civic Center","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"05/13/2020",,,,"450 O'Farrell Partners LLC",,,"2013.1535","2013.1535CUA,2013.1535ENV,2013.1535PPA,2013.1535SHD,2013.1535TDM,2013.1535U","09/13/2018","On-site BMR Project","176","23","13","0","5","9","9","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","37.78614584","-122.4123579","(37.78614584, -122.4123579)"
"2017-011","555 Howard","Construction","(4) Site Work Permit Issued","555 Howard St","94105","3736","86","6","Financial District/South Beach","Financial District","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,"11/28/2018",,,,"Pacific Howard Corporation",,,"2015-008058PRJ","2015-008058CUA,2015-008058DNX,2015-008058ENV,2015-008058PPA,2015-008058SHD","03/02/2017","On-site BMR Project","69","10","14","0","0","3","5","2","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","37.78737885","-122.3968241","(37.78737885, -122.3968241)"
"2025-009","180 Hawthorne","Pre-Construction","(3) Design with Entitlements Approved","180 Hawthorne St","94107","3750","9","6","Financial District/South Beach","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Yerba Buena Center","New Construction","Rental",,,,,,,,,,,,,,"320","56","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","31","0","0","15","0","0","0","0","0","0","0","0","37.7833831","-122.3966239","(37.7833831, -122.3966239)"
"2024-010","2201 Market","Construction","(4) Site Work Permit Issued","2201 Market St","94114","3559","1","8","Castro/Upper Market","Castro/Upper Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Reuben, Junius & Rose, LLP",,,"2024-006362PRJ",,,"On-site BMR Project; Fee Payment","20","2","10","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","37.7654315","-122.4311912","(37.7654315, -122.4311912)"
"1990-015","Knox SRO","Building Rehabilitation (Construction)","(5) First Construction Document Issued","241 6th St","94103",,,"6","South of Market","South of Market","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Securities Program",,"Not in an OCII Project Area","Rehabilitation","Rental",,"01/25/2024","07/20/1994",,"01/25/2024","08/01/2025","TODCO",,"Knox Partners Limited Partnership",,,,,"140","140","100","126","14","0","0","0","0","0","14","0","0","0","64","0","30","0","30","0","0","0","0","110","0","0","0","0","0","0","0","0","0","37.77935538","-122.4063623","(37.77935538, -122.4063623)"
"2021-022","3832 18th St","Pre-Construction","(3) Design with Entitlements Approved","3832 18th St","94114","3580","18","8","Castro/Upper Market","Castro/Upper Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Reuben, Junius & Rose, LLP",,,"2020-001610PRJ",,"10/14/2021","On-site BMR Project; Fee Payment","19","3","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","37.76151497","-122.4291742","(37.76151497, -122.4291742)"
"2023-042","Village SF","Pre-Construction","(3) Design with Entitlements Approved","80 Julian Ave","94103","3547","52","9","Mission","Mission","MOHCD","MOHCD 100% Affordable (New Development)","Transitional",,"Not in an OCII Project Area","New Construction","Rental",,"07/01/2026","09/09/2024",,"07/01/2026",,"Friendship House Association of American Indians, Inc.",,,"2021-007313PRJ",,,,"36","36","100","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","37.7669745","-122.4213561","(37.7669745, -122.4213561)"
"2016-013","1567 California","Construction","(4) Site Work Permit Issued","1567 California St","94109","645","15","3","Nob Hill","Nob Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"12/14/2021",,,,"1567 California, LLC",,,"2018-011249PRJ","2018-011249PRJ, 2018-011249CUA, 2018-011249CUA-02","02/25/2016","On-site BMR Project; Fee Payment","100","9","9","0","2","3","3","1","0","0","0","8","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","0","2","0","0","0","0","37.79051488","-122.4201093","(37.79051488, -122.4201093)"
"1995-019","Bernal Bundle Scattered Sites - Hazel Betsey","Building Rehabilitation (Construction)","(5) First Construction Document Issued","3554 17th St","94110",,,"8","Mission","Mission","SFRA","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Bernal Bundle Scattered Sites","Not in an OCII Project Area","Rehabilitation","Rental","03/15/1996","06/24/2025","11/19/1996",,"06/24/2025","06/01/2026","Bernal Heights Housing Corporation",,,,,,,"9","9","100","0","6","3","0","0","0","0","0","9","0","0","9","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","37.76333888","-122.4250571","(37.76333888, -122.4250571)"
"2016-094","Mission Bay South Block 12 West","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94158","8710","6","6","Mission Bay","South of Market","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Mission Bay South","Mission Bay","New Construction","Rental",,"01/01/2028",,,"01/01/2028",,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","Not Applicable",,,,"318","316","99","0","0","0","0","0","0","0","0","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","316","37.77104569","-122.3950105","(37.77104569, -122.3950105)"
"2019-034","2050 Van Ness / 1675 Pacific","Pre-Construction","(3) Design with Entitlements Approved","2050 Van Ness Ave","94109","595","8","3","Russian Hill","Nob Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Ian Birchall",,,"2014.1573",,"07/25/2019","On-site BMR Project","63","11","17","0","0","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","2","0","0","0","3","0","0","0","0","37.79463219","-122.4227742","(37.79463219, -122.4227742)"
"2019-008","33 Norfolk St","Construction","(4) Site Work Permit Issued","33 Norfolk St","94103","3521","053A, 093","6","Mission","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,"06/26/2019",,,"12/31/2024","The International Land Group",,,"2014.0008",,"04/26/2019","On-site BMR Project","19","3","16","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","37.77119568","-122.4138829","(37.77119568, -122.4138829)"
"2022-011","5250 3rd St","Pre-Construction","(3) Design with Entitlements Approved","5250 3rd St","94124","5411","10","10","Bayview Hunters Point","Bayview","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,"06/14/2024",,"Leavitt Architecture, Inc.",,,"2021-010017AHB","2021-010017AHB","06/16/2022","On-site BMR Project","100","30","30","0","5","12","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","10","0","0","0","10","0","0","0","0","37.72999552","-122.3927203","(37.72999552, -122.3927203)"
"2016-099","HPSY II-CP, Block 6B","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94124",,,"10","Bayview Hunters Point","Bayview","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Hunters Point Ship Yard II/Candlestick Point","Candlestick Point","New Construction","Rental",,"06/01/2029",,,"06/01/2029",,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","Not Applicable",,,,"105","104","99","0","0","0","0","0","0","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","37.71240103","-122.3823706","(37.71240103, -122.3823706)"
"2020-023","1120 Valencia","Construction","(4) Site Work Permit Issued","1120 Valencia St","94110","3635","4","9","Mission","Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"04/25/2022",,,,"Y.A. Studio",,,"2018-017328PRJ",,"09/16/2020","On-site BMR Project","18","2","11","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","37.75486291","-122.4211997","(37.75486291, -122.4211997)"
"2023-002","Treasure Island IC4.3 - HomeRise","Pre-Construction","(3) Design with Entitlements Approved","TBD Treasure Island","94130",,,"6","Treasure Island","Treasure Island/YBI","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Treasure Island","Not in an OCII Project Area","New Construction","Rental",,"06/30/2027",,,"06/30/2027",,"The John Stewart Company","Catholic Charities San Francisco","IC4.3 Family Housing, LP",,,,,"150","120","80","0","5","45","58","32","10","0","0","149","0","0","0","0","0","0","0","0","0","94","0","0","25","0","0","0","0","0","0","30","0","37.82049476","-122.3673617","(37.82049476, -122.3673617)"
"2017-031","2918 Mission","Construction","(5) First Construction Document Issued","2918 Mission St","94110","6529","2","9","Mission","Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,"07/01/2023","11/13/2018","11/16/2021",,,"RRTI, Inc.",,,"2014.0376","2014.0376CUA,2014.0376ENV,2014.0376LLA,2014.0376TDM,2014.0376U,2014.0376VAR","11/09/2018","On-site BMR Project","75","8","11","0","2","4","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","37.75031258","-122.4185061","(37.75031258, -122.4185061)"
"2011-004","Parkmerced - Phase IA & 1B","Pre-Construction","(3) Design with Entitlements Approved","55 Chumasero Dr","94132",,,"7","Lakeshore","Lakeshore","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Parkmerced","Not in an OCII Project Area","New Construction","Rental",,,"10/29/2018",,,,"Maximus",,,"2008.0021","2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z","02/10/2011","On-site BMR Project; Fee Payment","957","48","5","0","10","21","11","6","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","37.71403324","-122.4725125","(37.71403324, -122.4725125)"
"2016-017","Block 48, Phase 3 (Blocks H, I, K, L)","Construction","(4) Site Work Permit Issued","979 Oakdale Ave","94124","5319","30","10","Bayview Hunters Point","Bayview","OCII","Other Ownership Programs","Limited Equity Program",,"HP Shipyard Phase 1","New Construction","Ownership",,"12/31/2025","10/14/2021",,"12/31/2025","04/01/2029",,,,"Not Applicable",,"03/03/2015",,"70","10","14","0","0","6","4","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","37.72865815","-122.3753788","(37.72865815, -122.3753788)"
"2022-008","618-630 Octavia","Pre-Construction","(3) Design with Entitlements Approved","618-630 Octavia St","94102","793","37","5","Hayes Valley","Western Addition","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,"04/26/2024",,"March Capital Fund",,,"2020-004414PRJ","2020-004414CUA, 2020-004414PRJ, 2019-003491PPA, 2020-004414ENV, 2020-004414MCM","04/28/2022","On-site BMR Project; Fee Payment","40","10","25","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","2","0","0","37.777967","-122.4244678","(37.777967, -122.4244678)"
"2023-033","850 Turk","Construction","(5) First Construction Document Issued","850 Turk St","94102","744","6","2","Western Addition","Downtown/Civic Center","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Western Addition-Area 2","New Construction","Rental",,"04/29/2025",,"05/19/2025","04/29/2025",,"MidPen Housing",,"MP Turk Street Associates, L.P.",,,"04/01/2022",,"92","91","99","0","28","16","20","27","0","0","0","91","0","0","0","0","0","0","0","25","32","21","0","13","0","0","0","0","0","0","0","0","0","37.78193169","-122.4230955","(37.78193169, -122.4230955)"
"2023-003","40-42 Sycamore","Building Rehabilitation (Construction)","(5) First Construction Document Issued","40-42 Sycamore St","94110","3576","68","9","Mission","Mission","MOHCD","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"Not in an OCII Project Area","Rehabilitation","Rental","06/21/2023","12/20/2024","12/20/2024","12/20/2024","12/20/2024","02/01/2026","Mission Economic Development Agency",,"Mission Economic Development Agency",,,,,"5","5","100","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","37.76284162","-122.4203113","(37.76284162, -122.4203113)"
"1990-003","William Penn Hotel","Building Rehabilitation (Construction)","(4) Site Work Permit Issued","160 Eddy St","94102",,,"5","Tenderloin","Downtown/Civic Center","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","Rehabilitation","Rental",,"06/20/2025","11/08/1991",,"06/23/2025","09/30/2026","Chinatown Community Development Center",,,,,,,"91","91","100","89","0","2","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","91","0","0","0","0","0","0","0","0","0","0","0","37.7845018","-122.4101402","(37.7845018, -122.4101402)"
"2016-112","524 Howard","Pre-Construction","(3) Design with Entitlements Approved","524 Howard St","94105","3721","13","6","Financial District/South Beach","Financial District","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"J. Abrams Law, PC",,,"2013.0882","2013.0882DNX,2013.0882ENV,2013.0882SHD,2013.0882U,2013.0882VAR","11/03/2016","On-site BMR Project","334","50","15","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","37.78822321","-122.3969684","(37.78822321, -122.3969684)"
"2020-015","Potrero Yard Affordable Housing","Pre-Construction","(1) Preliminary Phase","2888 Bryant St","94110","3971","1","9","Mission","Mission","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,"11/30/2030",,,"11/30/2030",,"Mission Economic Development Agency","Tabernacle Community Development Corporation","PY Bryant Street Housing, LP",,,"03/15/2030",,"99","98","99","0","26","13","34","25","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","98","0","0","0","0","0","0","0","0","0","37.74853684","-122.4088941","(37.74853684, -122.4088941)"
"2018-033","1245 Folsom","Pre-Construction","(3) Design with Entitlements Approved","1245 Folsom St","94103","3756","41","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,"07/01/2023",,,,,"Newbs 0168, LLC",,,"2015-014148PRJ",,"10/04/2018","On-site BMR Project","37","7","19","0","3","1","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","3","0","0","37.77418219","-122.4104753","(37.77418219, -122.4104753)"
"2015-066","967 Mission (Land Dedication Site)","Construction","(4) Site Work Permit Issued","967 Mission St","94103","3725","86","6","South of Market","South of Market","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,"02/16/2026","08/19/2024","10/27/2025","02/16/2026","12/13/2027","The John Stewart Company","Bayview Hunters Point Multipurpose Senior Services",,"2023-009146PRJ","state density bonus program & AB 2162","01/31/2024",,"95","95","100","0","30","65","0","0","0","0","95","0","94","0","0","0","24","0","0","8","0","10","0","40","36","0","0","0","0","0","0","0","0","37.78129103","-122.4076341","(37.78129103, -122.4076341)"
"2023-035","2395 Sacramento","Pre-Construction","(3) Design with Entitlements Approved","2395 Sacramento St","94115","637","16","2","Pacific Heights","Pacific Heights","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","Adaptive Reuse","Ownership",,,,,"11/07/2025",,"Gokovacandir LLC",,,"2022-004172PRJ",,"11/09/2023","On-site BMR Project; Fee Payment","24","3","13","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","37.78987111","-122.431924","(37.78987111, -122.431924)"
"2012-001g","Alice Griffith Phase 6 (Block 9)","Pre-Construction","(2) Predevelopment Feasibility","Address not yet assigned","94124",,,"10","Bayview Hunters Point","Bayview","OCII","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","Candlestick Point","New Construction","Rental","06/01/2035","06/01/2035",,,"06/01/2035",,"McCormack Baron Salazar",,"Entity to be formed","Not Applicable",,,,"131","130","99","0","0","130","0","0","0","0","13","0","130","0","0","0","0","0","0","0","0","130","0","0","0","0","0","0","0","0","0","0","0","37.7188128","-122.3866836","(37.7188128, -122.3866836)"
"2023-016","395 3rd St","Pre-Construction","(3) Design with Entitlements Approved","395 3rd St","94107","3750","86","6","Financial District/South Beach","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,"06/27/2025",,"Reuben, Junius & Rose, LLP",,,"2021-003762PRJ",,"06/29/2023","On-site BMR Project; Fee Payment","524","84","16","0","15","48","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","17","0","0","0","18","0","0","0","0","37.78289586","-122.3975372","(37.782895859999996, -122.3975372)"
"2019-018","95 Hawthorne","Pre-Construction","(3) Design with Entitlements Approved","95 Hawthorne St","94105","3735","12","6","Financial District/South Beach","Financial District","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Reuben, Junius & Rose, LLP",,,"2016-001794PRJ","2016-001794PRJ, 2016-001794DNXSHD, 2016-001794DNX, 2016-001794ENV","09/19/2019","On-site BMR Project","392","55","14","0","0","28","20","7","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","11","0","0","0","12","0","0","0","0","37.78496222","-122.3979651","(37.78496222, -122.3979651)"
"2016-115","5 Thomas Mellon Circle","Pre-Construction","(3) Design with Entitlements Approved","5 Thomas Mellon Dr","94134","4991","75","10","Bayview Hunters Point","Bayview","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Ocean Landing LLC",,,"2015-009690PRJ","2015-009690CND,2015-009690CUA,2015-009690DNX,2015-009690ENV,2015-009690PRV","11/17/2016","On-site BMR Project","585","72","12","0","0","43","20","9","0","0","0","72","0","0","0","0","0","0","0","0","0","0","0","0","0","72","0","0","0","0","0","0","0","37.71003156","-122.393501","(37.71003156, -122.393501)"
"2016-057","101 Hyde","Pre-Construction","(1) Preliminary Phase","101 Hyde St","94102","346","003A","5","Tenderloin","Downtown/Civic Center","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","101 Hyde","Not in an OCII Project Area","New Construction","Rental",,,,,,"01/01/2035",,,,"Not Yet Available",,,,"85","84","99","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","37.78182944","-122.4156936","(37.78182944, -122.4156936)"
